movieId,tmdbId,id,title,genres,original_language,popularity,overview,short_overview
3328,4816,4816,Ghost Dog: The Way of the Samurai,"['Crime', 'Drama']",en,9.368099,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,"African-American hitman, inspired by samurai, faces mob assassination threats."
3329,19958,19958,The Year My Voice Broke,"['Drama', 'Foreign', 'Romance']",en,1.334529,"Coming-of age feature, set in a New South Wales country town in the 1960s, about a 15 year-old boy. It follows his loves and how he copes with life's problems such as death and departure.",Coming-of-age story of a boy navigating love and loss.
3331,2193,2193,My Tutor,"['Comedy', 'Drama', 'Romance']",en,4.67546,"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginity, Bobby finds all the extracurricular activities he needs with his new tutor.",Bobby struggles in French; tutor helps him navigate summer challenges.
3333,54575,54575,The Killing of Sister George,"['Comedy', 'Drama']",en,0.487602,"When June Buckridge (Beryl Reid) arrives at her London flat and announces 'They are going to murder me', her long-time lover and doll-cuddling flat mate Alice 'Childie' McNaught (Susannah York) realises that things are going to change. For June is referring to her character 'Sister George', a lovable nurse she portrays in a popular daytime serial. To make matters worse, the widowed executive at the BBC responsible for the decision to kill off Sister George - Mercy Croft (Coral Browne) is also a predatory lesbian who is after Childie and will stop at nothing to get what she wants.",June fears murder; Childie's affections attract a predatory rival.
3334,11016,11016,Key Largo,"['Crime', 'Drama', 'Thriller']",en,7.588489,"A hurricane swells outside, but it's nothing compared to the storm within the hotel at Key Largo. There, sadistic mobster Johnny Rocco holes up - and holds at gunpoint hotel owner James Temple, his widowed daughter-in-law Nora, and ex-GI Frank McCloud.","Hurricane outside; mobster holds hotel guests hostage, creating inner turmoil."
3338,20423,20423,For All Mankind,['Documentary'],en,3.216292,"Directed by Al Reinert and with music scored by Brian Eno, ""For All Mankind"" provides a testament to NASA's Apollo program of the 1960s and '70s. Composed of actual NASA footage of the missions and astronaut interviews, the documentary offers the viewpoint of the individuals who braved the remarkable journey to the moon and back. While compiling the material for the film, Reinert went through more than six million feet of film of these historic moments.","""For All Mankind"" documents NASA's Apollo missions using archival footage."
3339,10839,10839,Cross of Iron,"['Drama', 'Action', 'History', 'War']",en,9.103168,"It is 1943, and the German army, ravaged and demoralised, are hastily retreating from the Russian front. In the midst of all this madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich are still vastly superior to the Russian army; however within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors. Steiner's lack of respect results in a growing animosity between the two...",German army retreats; Captain Stransky and Corporal Steiner clash.
3340,36489,36489,Bride of the Monster,"['Horror', 'Science Fiction']",en,1.406932,Dr. Varnoff captures twelve men for his experiment: to turn them into supermen using atomic energy. Newspaperwoman Lawton gets too snoopy for her own good.,Dr. Varnoff experiments on men to create supermen; Lawton investigates.
3342,11296,11296,Birdy,"['Drama', 'History']",en,16.243093,"Two young men are seriously affected by the Vietnam war. One of them has always been obsessed with birds - but now believes he really is a bird, and has been sent to a mental hospital. Can his friend help him pull through?",Two friends confront Vietnam war's impact; one believes he's a bird.
3345,57855,57855,"Charlie, the Lonesome Cougar","['Adventure', 'Family']",en,0.439681,"A heartwarming Disney classic in which a cougar, who was rescued as a cub and raised by a group of loggers in the Pacific Northwest, reverts back to his natural instincts, leading to hilarious (and dangerous) consequences.","Cougar raised by loggers returns to instincts, causing chaos."
3346,28180,28180,Color Me Blood Red,['Horror'],en,0.649273,Gore specialist H.G. Lewis' gruesome tale of an artist who becomes a success after using human blood in his paintings.,Artist gains success by using human blood in paintings.
3347,14280,14280,Never Cry Wolf,"['Action', 'Adventure', 'Drama']",en,3.464922,"This film dramatizes the true story of Farley Mowat, when he was sent to the Canadian tundra area to collect evidence of the grievous harm the wolf population was allegedly doing to the caribou herds. In his struggle to survive in that difficult environment he studies the wolves, and realizes that the old beliefs about wolves and their supposed threat are almost totally false. Furthermore, he learns that humans represent a far greater threat to the land, and also to the wolves, a species which plays an important role in the ecosystem of the north.",Farley Mowat discovers wolves' true role in the ecosystem.
3351,28177,28177,Two Thousand Maniacs!,['Horror'],en,1.682434,Six people are lured into a small Deep South town for a Centennial celebration where the residents proceed to kill them one by one as revenge for the town's destruction during the Civil War.,Town's residents kill visitors for Civil War revenge during celebration.
3353,73642,73642,The Closer You Get,"['Comedy', 'Romance', 'Foreign']",en,0.427125,"Irish bachelors take out an ad in the Miami Herald, looking for love.",Irish bachelors seek love through an advertisement in Miami Herald.
3354,2067,2067,Mission to Mars,['Science Fiction'],en,9.021107,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",Rescue mission launched after contact lost with Mars expedition crew.
3355,622,622,The Ninth Gate,"['Horror', 'Mystery', 'Thriller']",en,11.316349,"An all-expenses-paid international search for a rare copy of the book, 'The Nine Gates of the Shadow Kingdom' brings an unscrupulous book dealer deep into a world of murder, double-dealing and satanic worship.",Book dealer's quest for rare book leads to danger and deception.
3358,12186,12186,Defending Your Life,"['Fantasy', 'Drama', 'Comedy']",en,3.711347,"In an afterlife resembling the present-day US, people must prove their worth by showing in court how they have demonstrated courage.","In an afterlife, people prove worth by demonstrating courage in court."
3359,20283,20283,Breaking Away,"['Drama', 'Comedy']",en,4.806374,"Dave, nineteen, has just graduated high school, with his 3 friends, The comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance.","Dave graduates high school, dreams of racing bikes, embraces Italian culture."
3360,5693,5693,Hoosiers,"['Drama', 'Family']",en,6.484495,"High school basketball is king in small-town Indiana, and the 1954 Hickory Huskers are all hope and no talent. But their new coach -- abrasive, unlikable Norman Dale -- whips the team into shape ... while also inciting controversy.","1954 Hickory Huskers, coached by Norman Dale, defy expectations in basketball."
3361,287,287,Bull Durham,"['Comedy', 'Romance']",en,6.924072,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",Veteran catcher mentors prospect while competing for a woman's affection.
3362,968,968,Dog Day Afternoon,"['Crime', 'Drama', 'Thriller']",en,7.530126,A man robs a bank to pay for his lover's operation; it turns into a hostage situation and a media circus.,Man robs bank for lover's operation; chaos ensues with hostages.
3363,838,838,American Graffiti,"['Comedy', 'Drama']",en,9.188584,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,High school graduates cruise the strip one last night together.
3364,16958,16958,The Asphalt Jungle,"['Action', 'Crime', 'Drama', 'Thriller']",en,12.86559,"Recently paroled from prison, legendary burglar ""Doc"" Riedenschneider, with funding from Alonzo Emmerich, a crooked lawyer, gathers a small group of veteran criminals together in the Midwest for a big jewel heist.",Paroled burglar plans jewel heist with crooked lawyer and criminals.
3365,3114,3114,The Searchers,['Western'],en,7.803856,"As a Civil War veteran spends years searching for a young niece captured by Indians, his motivation becomes increasingly questionable.",Veteran searches for niece; motivations become increasingly questionable over time.
3367,31938,31938,The Devil's Brigade,"['War', 'Action']",en,3.007031,"1968 American war film about the formation and first mission of the joint Canadian-American WWII special forces winter and mountain unit formally called 1st Special Service Force, but commonly known as “The Devil’s Brigade”.  The film dramatises the Brigade's first mission in the Italian Campaign, the task of capturing the German mountain stronghold Monte la Difensa, in December 1943.  The film is based on the 1966 book of the same name, co-written by American novelist and historian Robert H. Adleman and Col. George Walton, a member of the brigade.","Film depicts ""Devil's Brigade"" mission in WWII Italian campaign."
3368,12501,12501,The Big Country,"['Drama', 'Western', 'Romance']",en,4.671032,"Retired, wealthy sea Captain Jame McKay arrives in the vast expanse of the West to marry fiancée Pat Terrill. McKay is a man whose values and approach to life are a mystery to the ranchers and ranch foreman Steve Leech takes an immediate dislike to him. Pat is spoiled, selfish and controlled by her wealthy father, Major Henry Terrill. The Major is involved in a ruthless civil war, over watering rights for cattle, with a rough hewn clan led by Rufus Hannassey. The land in question is owned by Julie Maragon and both Terrill and Hannassey want it.",Retired Captain McKay faces conflict over land and marriage.
3372,15873,15873,The Bridge at Remagen,"['Action', 'History', 'War']",en,3.425892,"In March of 1945, as the War in Europe is coming to a close, fighting erupts between German and American troops at the last remaining bridgehead across the Rhine.","In March 1945, German and American troops fight near Rhine."
3374,68427,68427,Daughters of the Dust,"['Drama', 'Romance']",en,1.09058,Languid look at the Gullah culture of the sea islands off the coast of South Carolina and Georgia where African folk-ways were maintained well into the 20th Century and was one of the last bastion of these mores in America.,Gullah culture's preservation in South Carolina and Georgia sea islands.
3375,25392,25392,Destination Moon,['Science Fiction'],en,0.940976,"Postulates the first manned trip to the moon, happening in the (then) near future, and being funded by a consortium of private backers. Assorted difficulties occur and must be overcome in-flight. Attempted to be realistic, with Robert A. Heinlein providing advice.",Manned moon trip funded by private backers faces in-flight challenges.
3377,22178,22178,Hangmen Also Die!,"['Drama', 'History', 'Thriller', 'War']",en,2.54637,"During the Nazi occupation of Czechoslovakia, surgeon Dr. Franticek Svoboda, a Czech patriot, assassinates the brutal ""Hangman of Europe"", Reichsprotektor Reinhard Heydrich, and is wounded in the process. In his attempt to escape, he is helped by history professor Stephen Novotny and his daughter Mascha.",Czech surgeon assassins Heydrich; aided by professor and daughter.
3380,43463,43463,Railroaded!,"['Drama', 'Thriller']",en,1.344363,A mobster frames an innocent man for the killing of a cop during a bookie joint holdup being run in the back of a beauty salon. Can Police Sgt. Mickey Ferguson be convinced that his girlfriend's brother is being railroaded?,Mobster frames innocent man; police sergeant investigates girlfriend's brother's case.
3381,59939,59939,Slaves to the Underground,"['Comedy', 'Music', 'Drama']",en,0.425474,"The grunge girl band ""No Exits"" is just about to get a record deal. At this time Jimmy is appearing again, the former boy-friend of the band guitarist Shelly. She had left him because his friend had raped her. But he doesn't know that - up to now. Shelly has fallen in love with the band singer Suzy in the meantime. But she still loves Jimmy, too. So she moves to him again, what Suzy doesn't like that all. Especially because she is becoming a feminist.","Grunge band ""No Exits"" faces love, betrayal, and feminism conflicts."
3382,159727,159727,Song of Freedom,[],en,0.013234,"John Zinga is a black dockworker in England in the 18th century, with a great baritone singing voice. He is discovered by an opera impresario, and is catapulted into great fame as an international opera star. Yet he feels alienated from his African past, and out of place in England. By chance, he is informed that an ancestral medallion that he wears is proof of his lineage to African kings, and he leaves fame and fortune to take his rightful place of royalty. Reunited with his people, he plans to improve their lives by combining the best of western technology with the best of traditional African ways.","Dockworker discovers royal lineage, leaves fame to uplift his people."
3385,19259,19259,Volunteers,['Comedy'],en,7.511384,"Lawrence is a rich kid with a bad accent and a large debt. After his father refuses to help him out, Lawrence escapes his angry debtors by jumping on a Peace Corp flight to Southeast Asia, where he is assigned to build a bridge for the local villagers with American-As-Apple-Pie WSU Grad Tom Tuttle and the beautiful and down-to earth Beth Wexler.","Rich kid escapes debt, builds bridge in Southeast Asia."
3387,11718,11718,Who's Harry Crumb?,"['Comedy', 'Crime', 'Mystery']",en,7.102963,Harry Crumb is a bumbling and inept private investigator who is hired to solve the kidnapping of a young heiress which he's not expected to solve because his employer is the mastermind behind the kidnapping.,Bumbling investigator unknowingly hired by kidnapping's mastermind to solve case.
3388,8989,8989,Harry and the Hendersons,"['Comedy', 'Family', 'Fantasy']",en,9.296024,"Returning from a hunting trip in the forest, the Henderson family's car hits an animal in the road. At first they fear it was a man, but when they examine the ""body"" they find it's a ""bigfoot"". They think it's dead so they decide to take it home (there could be some money in this). As you guessed, it isn't dead. Far from being the ferocious monster they fear ""Harry"" to be, he's a friendly giant.","Hendersons find a ""bigfoot,"" mistaken for dead; he's friendly."
3389,32031,32031,Let's Get Harry,"['Action', 'Adventure']",en,0.500088,"Harry Burck has been kidnapped by South American terrorists, and when the US Government refuses to intervene, Harry's friends decide to take matters into their own hands!",Harry Burck kidnapped; friends rescue him after US government's inaction.
3390,58048,58048,Shanghai Surprise,['Adventure'],en,1.408849,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",Fortune hunter and nurse seek stolen opium in Shanghai's chaos.
3391,26827,26827,Who's That Girl,['Comedy'],en,3.78346,"An uptight New York tax lawyer gets his life turned upside down, all in a single day, when he's asked to escort a feisty and free-spirited female ex-convict whom asks him to help prove her innocence of her crime.",Uptight lawyer's life changes when he helps ex-convict prove innocence.
3392,11157,11157,She-Devil,['Comedy'],en,4.282807,A cunning and resourceful housewife vows revenge on her husband when he begins an affair with a wealthy romance novelist.,Housewife seeks revenge on husband for affair with novelist.
3393,28370,28370,Date With an Angel,"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",en,1.600871,"Aspiring composer Jim Sanders is engaged to spoiled rich girl Patty. But the morning after his bachelor party, Jim wakes up to discover a beautiful, broken-winged angel in his pool. When everyone finds out about his heavenly houseguest, Jim must cope with a dangerously jealous fiancée, an exploitive future father-in-law and a group of buddies with an outrageous business plan!",Jim's engagement complicates with a broken-winged angel's arrival.
3396,11176,11176,The Muppet Movie,"['Adventure', 'Comedy', 'Family']",en,6.769866,"Kermit the Frog is persuaded by agent Dom DeLuise to pursue a career in Hollywood. Along the way, Kermit picks up Fozzie Bear, Miss Piggy, Gonzo, and a motley crew of other Muppets with similar aspirations. Meanwhile, Kermit must elude the grasp of a frog-leg restaurant magnate.","Kermit pursues Hollywood dreams, gathering friends while evading danger."
3397,14900,14900,The Great Muppet Caper,"['Crime', 'Family', 'Comedy']",en,8.87534,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.","Kermit, Fozzie, and Muppets solve diamond theft and clear Miss Piggy."
3398,11899,11899,The Muppets Take Manhattan,"['Romance', 'Comedy', 'Family']",en,5.89335,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.",Muppets seek Broadway producer after graduating from Danhurst College.
3399,36536,36536,Sesame Street Presents Follow That Bird,"['Adventure', 'Comedy', 'Family', 'Music']",en,1.779267,"Follow that bird Big Bird, of course for an imaginative, magical treat starring the cast of TVs Sesame Street in their first movie.","Big Bird stars in a magical, imaginative Sesame Street movie."
3400,18890,18890,We're Back! A Dinosaur's Story,"['Animation', 'Science Fiction', 'Family']",en,13.58903,"Captain New Eyes travels back in time and feeds dinosaurs his Brain Grain cereal, which makes them intelligent and non-violent. They agree to go to the Middle Future in order to grant the wishes of children in New York city. They are to meet Dr. Bleeb of the Museum of Natural History, but get sidetracked with their new children friends and run into the Captain's evil brother, Professor",Captain New Eyes makes dinosaurs intelligent to fulfill children's wishes.
3402,123047,123047,Turtle Diary,"['Romance', 'Comedy', 'Drama']",en,0.794209,"Two separate people, a man and a woman, find something very stirring about the sea turtles in their tank at the London Zoo. They meet and form an odd, but sympathetic camaraderie as they plan to steal two of the turtles and free them into the ocean.","Man and woman bond over sea turtles, plan their escape."
3403,24575,24575,Raise the Titanic,"['Action', 'Drama', 'Thriller']",en,2.132843,"To obtain a supply of a rare mineral, a ship raising operation is conducted for the only known source, the Titanic.",Ship operation conducted to obtain rare mineral from Titanic.
3406,23928,23928,Captain Horatio Hornblower R.N.,"['War', 'Action', 'Adventure', 'Drama']",en,1.577618,"A naval adventure, based on the novels by C.S. Forester, about the heroic, 19th-century British seafarer. The story sails with his ship, the Lydia, through battles with Spain and then France won with wit rather than might.",Naval adventure featuring a British seafarer battling Spain and France.
3408,462,462,Erin Brockovich,['Drama'],en,10.135446,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.","Mother investigates injustice, uncovers cover-up, and triumphs against adversaries."
3410,117259,117259,Soft Fruit,[],en,0.086721,"For the first time in 15 years, all four siblings in a family show up to care for their dying mother, who is only given a couple of weeks to live. One comes from America with her two children. A divorced sister also comes with her child and sneaks off regularly to meet a mystery man who may be her ex-husband. The third &amp; youngest daughter is an unmarried nurse aware of her ticking biological clock. The only son chases after his grumpy father who seems to not care a whit about his wife's circumstances. The four are also faced my their mother's dreams to accomplish a few things before she dies - to visit a beach she had visited in the past, to see her youngest married, and to visit Paris. She also wants to be embalmed and be honored with a 21 gun salute. Thus the whole group has to set off in the quest to fulfill their mother's wishes.",Siblings unite to fulfill dying mother's last wishes and dreams.
3414,53879,53879,Love Is a Many-Splendored Thing,"['Drama', 'Romance']",en,1.553697,A widowed doctor of both Chinese and European descent falls in love with a married American correspondent in Hong Kong during China's Communist revolution.,Widowed doctor loves married correspondent amid China's Communist revolution.
3417,11570,11570,The Crimson Pirate,"['Action', 'Adventure', 'Comedy']",en,2.255459,"Burt Lancaster plays a pirate with a taste for intrigue and acrobatics who involves himself in the goings on of a revolution in the Caribbean in the late 1700s. A light hearted adventure involving prison breaks, an oddball Scientist, sailing ships, naval fights, and tons of swordplay.",Burt Lancaster stars as a swashbuckling pirate in revolution.
3418,1541,1541,Thelma & Louise,"['Drama', 'Thriller', 'Crime', 'Adventure']",en,14.785388,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.","Louise and Thelma flee after shooting a rapist, strengthening friendship."
3419,150043,150043,Something For Everyone,[],en,1.171828,An opportunistic young man working as a servant to a European countess uses his sexual talents to better his station in life.,Young servant uses charm to improve his social status.
3420,17443,17443,...And Justice for All,"['Crime', 'Drama', 'Mystery', 'Thriller']",en,6.291512,"An ethical Baltimore defense lawyer disgusted with rampant legal corruption is asked to defend a judge he despises in a rape trial. But if he doesn't do it, the judge will have him disbarred.",Lawyer faces moral dilemma defending despised judge in rape trial.
3421,8469,8469,Animal House,['Comedy'],en,7.525382,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",Dean Wormer aims to expel Delta Tau Chi; they resist.
3422,27995,27995,She's Gotta Have It,"['Comedy', 'Romance']",en,7.056652,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.","Nola juggles three relationships, resisting commitment to any man."
3423,36739,36739,School Daze,"['Comedy', 'Drama']",en,6.25967,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,Southern U.S. students clash over opposing ideas and beliefs.
3424,925,925,Do the Right Thing,['Drama'],en,10.465403,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.","On a hot day, hate erupts into violence in Brooklyn."
3425,41823,41823,Mo' Better Blues,"['Drama', 'Romance']",en,2.715137,"Opens with Bleek as a child learning to play the trumpet, his friends want him to come out and play but mother insists he finish his lessons. Bleek grows into adulthood and forms his own band - The Bleek Gilliam Quartet. The story of Bleek's and Shadow's friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet.",Bleek's trumpet journey leads to rivalry and band conflicts.
3426,1713,1713,Jungle Fever,"['Drama', 'Romance']",en,7.701918,A successful and married black man contemplates having an affair with a white girl from work. He's quite rightly worried that the racial difference would make an already taboo relationship even worse.,"Married black man considers affair with white coworker, facing challenges."
3427,26170,26170,Coogan's Bluff,"['Action', 'Crime', 'Drama', 'Thriller']",en,4.60692,Coogan (Clint Eastwood) an Arizona deputy sheriff goes to New York to pick up a prisoner. While escorting the prisoner to the airport he escapes and Coogan heads into the City to recapture him.,Arizona sheriff Coogan pursues escaped prisoner in New York City.
3429,54825,54825,Creature Comforts,"['Animation', 'Comedy', 'Family']",en,2.329233,"Interviews with the public are used to put words in animal mouths, in the Oscar-winning film from the creator of Wallace and Gromit.",Public interviews create dialogue for animals in Oscar-winning film.
3431,14373,14373,Death Wish 2,"['Action', 'Crime', 'Thriller']",en,7.965003,Paul Kersey is again a vigilante trying to find five punks who murdered his housekeeper and daughter in Los Angeles.,Paul Kersey seeks revenge on five punks who murdered family.
3432,24873,24873,Death Wish 3,"['Action', 'Crime', 'Drama', 'Thriller']",en,12.829904,"Paul Kersey returns to New York to visit his friend Charley, who lives in one of the worst parts of New York City. But when Paul arrives at Charley's apartment, he finds Charley dying after a vicious beating by a gang led by Manny Fraker, and the police enter the apartment and find Paul standing over Charley's body. Paul is arrested for the murder, but police chief Richard S. Shriker is like Paul.","Paul Kersey visits Charley, finds him dead, is arrested."
3433,26263,26263,Death Wish 4: The Crackdown,"['Thriller', 'Action', 'Adventure', 'Crime']",en,4.566325,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey (Charles Bronson) takes on the local drug cartel.",Paul Kersey seeks revenge on a drug cartel after tragedy.
3434,34746,34746,Death Wish 5: The Face of Death,"['Action', 'Crime', 'Drama', 'Thriller']",en,3.595599,"Paul Kersey is back at working vigilante justice when when his fiancée, Olivia, has her business threatened by mobsters",Paul Kersey resumes vigilante justice to protect fiancée from mobsters.
3436,9079,9079,Dying Young,"['Drama', 'Romance']",en,10.762636,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood cancer. Slowly, they fall in love, but they always know their love cannot last because he is destined to die.",Hilary finds love while nursing a terminally ill patient.
3437,1496,1496,Cool as Ice,"['Drama', 'Action', 'Comedy', 'Music', 'Romance']",en,2.329486,"Johnny, a freewheeling, motorcycle-riding musician, rolls into a small town with his band, and meets Kathy, an honor student who catches his eye. Meanwhile, Kathy's father, after being in the Witness Protection Program, is finally found by the two corrupt cops he escaped from years ago, who claim he owes them a lot of money.",Musician Johnny meets honor student Kathy amid her father's troubles.
3439,1497,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",en,7.994266,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",Turtles and Shredder fight for last ooze cannister to create mutants.
3440,1499,1499,Teenage Mutant Ninja Turtles III,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,8.13688,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.","Turtles travel to ancient Japan, train as samurai, aid village."
3442,33762,33762,Band of the Hand,"['Action', 'Crime', 'Drama']",en,4.397712,An Indian Vietnam veteran trains five street punks in the Everglades to fight vice in Miami.,Vietnam veteran trains street punks to combat vice in Miami.
3443,103960,103960,Born American,"['Drama', 'Action']",en,0.286981,"Three American students vacationing in Finland, cross the border into Russia for fun of it. When they are spotted by the Russian soldiers who are shooting to kill, it's not fun anymore. Captured and thrown in jail, they find it's not fun either. It's a nightmare.","Three students cross into Russia, face deadly consequences and imprisonment."
3444,11690,11690,Bloodsport,['Action'],en,8.822276,"Frank Dux has entered the ""kumite"", an illegal underground martial-arts competition where serious injury and even death are not unknown. Chong Li, a particularly ruthless and vicious fighter is the favorite, but then again Dux has not fought him yet.",Frank Dux enters dangerous underground tournament against ruthless fighter Chong Li.
3445,29143,29143,Eyes of Laura Mars,"['Drama', 'Horror', 'Mystery', 'Thriller']",en,3.705714,A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.,Fashion photographer gains disturbing ability to see through killer's eyes.
3446,35292,35292,Funny Bones,['Comedy'],en,3.208265,"Tommy Fawkes wants to be a successful comedian but his Las Vegas debut is a failure. He goes back to Blackpool, UK, where his father, also a comedian started and where he spent the summers of his childhood. He starts to search for a partner, a comic relief, with whom he can be famous.",Tommy Fawkes seeks comic partner after failed Las Vegas debut.
3447,36652,36652,The Good Earth,['Drama'],en,1.085948,"The story follows Wang Lung (Paul Muni), a humble farmer, who makes an arranged marriage to a slave, O-Lan (Luise Rainer). The couple's great struggle is to procure--and then, against withering odds, keep--a piece of land, ownership of which makes the difference between self-determination and near-slavery. The film's physical production is truly eye-filling, with location shooting in China providing exterior shots and backdrops (and blending seamlessly with the footage shot in the U.S.). No wonder the great cinematographer Karl Freund won an Oscar for the photography, which includes an awesomely staged locust plague.",Humble farmer struggles for land ownership in challenging circumstances.
3448,801,801,"Good Morning, Vietnam","['Comedy', 'Drama', 'War']",en,9.023282,"Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.","Comedian Cronauer entertains soldiers in Vietnam, facing censorship and love."
3450,11520,11520,Grumpy Old Men,"['Comedy', 'Family', 'Romance']",en,7.529482,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks. Will this love triangle destroy the two old grumps? Or will the geriatric odd couple overcome their differences and rediscover their friendship?","Neighbors feud over attractive widow, sparking rivalry and hijinks."
3451,1879,1879,Guess Who's Coming to Dinner,"['Comedy', 'Drama', 'Romance']",en,5.032469,Matt and Christina Drayton are a couple whose attitudes are challenged when their daughter brings home a fiancé who is black.,Couple's attitudes challenged when daughter brings home black fiancé.
3452,2085,2085,Romeo Must Die,"['Action', 'Crime', 'Thriller']",en,8.369176,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!","Two gangs vie for power in Oakland's docks, leading to betrayal."
3453,13539,13539,Here On Earth,['Romance'],en,3.199357,A rich college kid is taught a lesson after a joy ride ends up destroying a country restaurant.,Rich college kid learns a lesson after joy ride disaster.
3456,17078,17078,The Color of Paradise,"['Drama', 'Family']",fa,2.066253,"The story revolves around a blind boy named Mohammed who is released from his special school in Tehran for summer vacation. His father, shamed and burdened by Mohammed's blindness, arrives late to pick him up and then tries to convince the headmaster to keep Mohammed over the summer. The headmaster refuses, so Mohammed's father eventually takes him home.","Blind boy Mohammed's father struggles with shame, takes him home."
3464,2102,2102,Solar Crisis,"['Adventure', 'Drama', 'Action', 'Thriller', 'Science Fiction', 'Foreign']",en,0.653162,A huge solar flare is predicted to fry the Earth. Astronauts aboard the spaceship Helios must go to the Sun to drop a bomb equipped with an Artificial Intelligence (Freddy) and a Japanese pilot (as a back up if the Artificial Intelligence fail) at the right time so the flare will point somewhere else.,Astronauts must divert solar flare using bomb and AI.
3465,52961,52961,That's Life!,"['Comedy', 'Drama']",en,1.390361,A wealthy architect struggles with a severe case of male menopause at the approach of his 60th birthday.,Wealthy architect faces male menopause before his 60th birthday.
3466,12187,12187,Heart and Souls,"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance']",en,8.450231,"A businessman is reunited with the four lost souls who were his guardian angels during childhood, all with a particular purpose to joining the afterlife.",Businessman reunites with childhood guardian angels for afterlife purpose.
